window_id,timestamp_ms,label,ax,ay,az,gx,gy,gz
1777651389941,1777651389974,Up,1.031,0.175,-0.132,0.443,-0.885,-8.0
1777651389941,1777651389993,Up,1.05,0.191,-0.124,-4.718,-3.878,-7.267
1777651389941,1777651390012,Up,1.1,0.171,-0.099,-8.687,-4.763,-6.702
1777651389941,1777651390020,Up,1.137,0.144,-0.088,-9.481,-3.542,-4.992
1777651389941,1777651390031,Up,1.153,0.127,-0.074,-8.855,-2.718,-3.695
1777651389941,1777651390038,Up,1.166,0.12,-0.084,-8.168,-2.458,-1.618
1777651389941,1777651390051,Up,1.199,0.113,-0.079,-8.794,-1.786,1.771
1777651389941,1777651390063,Up,1.224,0.104,-0.059,-9.053,-0.107,6.672
1777651389941,1777651390071,Up,1.248,0.101,-0.061,-9.221,2.412,9.649
1777651389941,1777651390083,Up,1.281,0.085,-0.043,-8.29,3.603,11.786
1777651389941,1777651390088,Up,1.302,0.085,-0.045,-5.389,6.641,12.702
1777651389941,1777651390103,Up,1.291,0.109,-0.061,-4.26,9.573,12.565
1777651389941,1777651390122,Up,1.262,0.139,-0.091,-5.603,14.26,13.588
1777651389941,1777651390130,Up,1.234,0.16,-0.092,-6.931,16.061,13.878
1777651389941,1777651390142,Up,1.217,0.169,-0.102,-8.656,16.718,13.45
1777651389941,1777651390154,Up,1.187,0.163,-0.111,-9.313,17.115,11.176
1777651389941,1777651390172,Up,1.129,0.173,-0.11,-10.382,14.55,5.618
1777651389941,1777651390175,Up,1.084,0.238,-0.123,-14.611,10.656,3.634
1777651389941,1777651390192,Up,1.066,0.209,-0.124,-19.191,5.878,1.176
1777651389941,1777651390200,Up,1.059,0.218,-0.108,-23.878,2.977,-2.794
1777651389941,1777651390208,Up,1.064,0.207,-0.093,-26.901,0.519,-7.817
1777651389941,1777651390224,Up,1.071,0.186,-0.049,-29.45,-1.038,-9.878
1777651389941,1777651390241,Up,1.038,0.127,-0.083,-33.221,0.244,-7.099
1777651389941,1777651390249,Up,1.051,0.078,-0.067,-33.282,2.336,-3.496
1777651389941,1777651390257,Up,1.062,0.043,-0.049,-31.16,2.809,-2.29
1777651389941,1777651390268,Up,1.057,0.028,-0.036,-29.298,1.237,0.244
1777651389941,1777651390290,Up,1.077,0.043,-0.037,-23.023,1.176,2.87
1777651389941,1777651390312,Up,1.096,0.091,-0.067,-20.244,-0.794,7.496
1777651389941,1777651390322,Up,1.141,0.138,-0.084,-19.664,-1.359,6.137
1777651389941,1777651390334,Up,1.191,0.188,-0.113,-22.626,-0.84,1.008
1777651389941,1777651390352,Up,1.261,0.271,-0.136,-28.794,5.557,-31.679
1777651389941,1777651390371,Up,1.136,0.196,-0.166,-36.031,3.328,-50.519
1777651389941,1777651390384,Up,1.077,0.129,-0.154,-36.534,1.603,-47.878
1777651389941,1777651390404,Up,1.052,0.038,-0.093,-32.137,4.641,-18.397
1777651389941,1777651390411,Up,1.07,0.034,-0.066,-25.267,9.053,-4.595
1777651389941,1777651390422,Up,1.052,0.055,-0.068,-17.511,12.214,5.786
1777651389941,1777651390429,Up,1.06,0.11,-0.094,-12.397,16.916,15.435
1777651389941,1777651390441,Up,1.067,0.173,-0.121,-11.389,19.069,20.397
1777651389941,1777651390454,Up,1.103,0.231,-0.126,-12.183,18.641,18.076
1777651389941,1777651390474,Up,1.074,0.255,-0.146,-13.771,18.336,7.053
1777651389941,1777651390480,Up,1.064,0.243,-0.137,-17.008,18.779,3.145
1777651389941,1777651390490,Up,1.041,0.187,-0.115,-18.656,18.443,1.878
1777651389941,1777651390500,Up,0.979,0.136,-0.094,-18.794,17.267,5.588
1777651389941,1777651390512,Up,0.97,0.09,-0.065,-17.267,15.832,10.763
1777651389941,1777651390523,Up,0.956,0.067,-0.057,-11.939,15.099,17.557
1777651389941,1777651390531,Up,0.976,0.065,-0.03,-7.924,17.359,24.443
1777651389941,1777651390541,Up,1.007,0.062,-0.009,-1.313,22.397,26.687
1777651389941,1777651390551,Up,0.973,0.1,-0.05,4.84,25.405,28.26
1777651389941,1777651390558,Up,0.954,0.153,-0.065,6.855,25.267,27.344
1777651389941,1777651390571,Up,0.946,0.197,-0.094,5.634,24.473,25.282
1777651389941,1777651390580,Up,0.943,0.21,-0.087,2.824,22.321,22.855
1777651389941,1777651390589,Up,0.934,0.186,-0.083,0.137,20.626,21.099
1777651389941,1777651390601,Up,0.939,0.193,-0.071,-3.191,19.832,21.298
1777651389941,1777651390612,Up,0.957,0.175,-0.06,-4.962,19.252,19.221
1777651389941,1777651390621,Up,0.956,0.187,-0.06,-6.779,18.427,14.687
1777651389941,1777651390633,Up,0.942,0.192,-0.066,-8.824,17.802,10.031
1777651389941,1777651390640,Up,0.879,0.157,-0.06,-8.855,14.168,6.992
1777651389941,1777651390645,Up,0.822,0.126,-0.058,-10.168,11.42,12.305
1777651389941,1777651390661,Up,0.812,0.08,-0.033,-11.573,10.275,23.191
1777651389941,1777651390672,Up,0.85,0.053,-0.003,-10.412,9.267,31.176
1777651389941,1777651390678,Up,0.966,0.1,0.023,-9.725,11.282,31.771
1777651389941,1777651390692,Up,0.974,0.116,-0.013,-6.901,11.725,23.221
1777651389941,1777651390702,Up,0.957,0.13,-0.044,-6.855,9.084,15.725
1777651389941,1777651390711,Up,0.978,0.097,-0.051,-8.366,8.977,13.573
1777651389941,1777651390722,Up,0.945,0.037,-0.05,-6.198,7.389,13.344
